57,66
15,15," "
0,5," "
14,46,"."
39,35,"!"
49,4,"#"
41,8,"!"
48,44,"!"
50,9,"!"
24,36,"!"
11,22,"#"
47,5,"!"
46,6,"!"
9,48,"!"
32,24,"!"
4,29,"#"
12,20,"*"
10,6," "
30,37,"!"
20,35,"#"
10,45,"!"
48,8,"!"
24,24,"!"
0,9," "
17,27,"."
27,13,"#"
53,14,"!"
35,5," "
2,36,"!"
34,13,"!"
25,15,"!"
56,20," "
35,48,"!"
13,2," "
54,43,"*"
56,29,"#"
33,36,"!"
16,32,"."
14,4,"*"
53,48,"!"
52,13,"!"
30,41,"!"
48,54,"*"
48,19,"!"
27,31,"!"
54,2,"!"
19,38,"."
37,2," "
2,0," "
52,39,"*"
2,10," "
13,17," "
32,9," "
54,36,"!"
42,2," "
42,5,"#"
1,2," "
28,28,"!"
16,51,"!"
14,11,"#"
40,1," "
54,17,"!"
5,46," "
29,25,"!"
35,13,"!"
33,29,"!"
12,19,"*"
38,48,"!"
52,40,"*"
31,36,"!"
55,21,"!"
40,15,"#"
32,34,"!"
48,9,"!"
33,14,"!"
29,35,"!"
9,28,"!"
39,22,"!"
2,26," "
43,55,"*"
34,32,"!"
15,13,"#"
29,29,"!"
56,23,"#"
5,50," "
24,15,"!"
23,17,"!"
10,36," "
36,52,"*"
3,19,"*"
21,27,"!"
15,25,"*"
40,48,"!"
24,23,"!"
22,6,"!"
5,37,"!"
53,43,"*"
52,44,"*"
31,20,"!"
7,6," "
29,13," "
31,16,"!"
42,25,"#"
6,45," "
54,27,"!"
17,37,"."
52,3,"!"
2,9," "
39,31,"!"
39,45,"*"
37,41,"#"
52,60,"!"
41,32,"!"
33,1," "
33,34,"!"
41,44,"*"
10,2," "
43,46,"!"
43,49,"!"
54,11,"!"
36,30,"!"
55,56,"!"
25,14,"!"
40,57,"*"
12,35," "
31,5," "
52,25,"!"
40,51,"*"
5,9," "
0,19," "
54,21,"!"
25,48,"#"
17,48,"!"
38,25,"!"
45,52,"*"
47,4,"#"
48,26,"!"
23,51,"*"
47,14,"!"
39,44,"*"
17,44,"."
1,31,"*"
12,41,"#"
26,20,"!"
50,50,"!"
29,5," "
47,53,"*"
17,3,"."
55,18,"#"
54,14,"!"
25,8,"*"
31,30,"!"
2,31,"*"
39,3," "
4,8," "
11,43,"."
55,32,"!"
18,47,"."
23,50,"*"
15,44,"#"
56,0," "
8,32,"!"
20,21,"."
7,43,"#"
55,46,"*"
52,61,"!"
49,42,"!"
29,41,"!"
49,52,"#"
14,25,"*"
38,1," "
18,51,"*"
16,53,"*"
9,27,"!"
28,33,"!"
52,19,"!"
27,35,"!"
6,41,"!"
36,11,"!"
24,25,"!"
44,38,"!"
3,8," "
13,46,"."
20,8,"."
35,31,"!"
42,57,"*"
17,20,"."
30,25,"!"
35,19,"!"
11,18,"#"
43,12,"!"
7,33,"!"
0,13," "
15,10,"."
24,51,"#"
49,43,"!"
27,30,"!"
36,35,"!"
10,18,"!"
4,11," "
44,56,"*"
15,12,"."
16,39,"."
47,38,"!"
5,40,"!"
16,13,"."
20,18,"#"
51,21,"!"
47,31,"#"
39,13,"!"
39,55,"*"
38,47,"!"
12,13," "
38,19,"!"
4,25,"!"
38,23,"!"
20,13,"#"
50,4,"!"
35,15,"!"
40,55,"*"
51,30,"#"
55,42,"*"
10,9,"!"
35,3," "
52,21,"!"
53,23,"!"
16,16,"#"
43,56,"*"
15,17," "
18,11,"."
39,8,"!"
54,1,"!"
12,8,"!"
6,4," "
51,25,"#"
0,23," "
13,18," "
36,5," "
46,38,"!"
47,56,"*"
17,51,"*"
24,5,"#"
37,36,"!"
18,31,"."
26,28,"!"
30,5," "
25,34,"#"
19,15,"."
11,30,"*"
55,57,"!"
33,30,"!"
18,23,"."
40,32,"!"
35,18,"!"
53,25,"!"
54,23,"!"
13,15," "
41,38,"*"
23,45,"!"
52,53,"!"
55,45,"*"
2,13," "
24,26,"!"
13,29," "
30,18,"!"
33,40,"!"
34,11,"!"
8,33,"!"
12,4,"\"
55,20,"#"
49,37,"!"
12,22,"*"
16,44,"."
44,37,"!"
51,49,"!"
41,20,"!"
42,49,"!"
10,1," "
30,24,"!"
54,7,"#"
11,1,"_"
23,24,"!"
49,50,"#"
40,31,"!"
41,52,"!"
52,37,"!"
31,22,"!"
44,40,"!"
7,42,"!"
30,46,"*"
39,16,"!"
50,37,"!"
3,25,"!"
26,38,"*"
19,28,"#"
14,18," "
6,13," "
23,40,"*"
31,38,"!"
14,20," "
39,17,"!"
22,28,"!"
13,24," "
30,6," "
53,20,"!"
34,14,"!"
9,13,"!"
26,39,"*"
55,33,"!"
34,26,"!"
18,15,"."
28,44,"!"
52,31,"!"
19,25,"."
18,18,"."
30,11," "
27,42,"#"
41,12,"!"
37,39,"!"
46,60,"#"
19,46,"."
8,31,"!"
45,30,"!"
12,14," "
4,30,"*"
18,6,"."
53,4,"!"
22,4,"!"
48,57,"*"
44,33,"*"
14,27,"*"
28,24,"!"
48,61,"*"
7,5," "
55,51,"!"
26,9,"#"
37,23,"!"
39,2," "
4,31,"*"
7,37,"!"
43,37,"!"
42,7,"!"
32,19,"!"
18,8,"."
56,24,"#"
20,2,"*"
5,39,"!"
48,24,"!"
50,16,"!"
12,27," "
11,20,"#"
5,34,"!"
51,52,"!"
44,23,"!"
5,15,"#"
19,44,"."
16,29,"."
11,41,"#"
30,7," "
52,59,"!"
20,25,"!"
18,29,"."
26,2," "
21,34,"."
34,20,"!"
34,9,"#"
11,50,"*"
36,3," "
30,32,"!"
37,7,"#"
35,43,"!"
12,49,"*"
53,33,"!"
12,10,"#"
47,32,"*"
20,10,"."
32,11,"#"
43,31,"!"
20,14,"#"
27,19,"!"
42,38,"*"
42,21,"!"
48,53,"!"
55,25,"#"
17,26,"#"
46,41,"!"
44,13,"!"
42,16,"!"
3,37,"!"
50,59,"#"
7,19,"#"
10,12,"!"
37,43,"#"
42,26,"!"
19,7,"."
54,3,"#"
41,59,"*"
23,20,"!"
46,46,"!"
51,15,"!"
32,31,"!"
11,0," "
17,40,"."
10,34,"#"
45,18,"#"
23,52,"#"
14,17," "
49,27,"!"
15,4,"!"
8,16,"!"
54,15,"!"
24,47,"*"
44,19,"!"
10,7,"#"
23,14,"!"
15,6,"."
19,3,"."
48,10,"!"
14,32," "
44,58,"*"
37,35,"!"
14,50,"*"
55,36,"!"
53,35,"!"
17,16,"."
53,46,"*"
9,30,"!"
26,13,"*"
39,19,"!"
16,7,"."
51,54,"!"
4,23,"#"
24,50,"*"
3,24,"!"
3,34,"*"
46,3," "
18,52,"*"
48,41,"!"
4,27,"#"
26,40,"*"
17,38,"."
1,21,"#"
51,37,"!"
42,10,"!"
42,50,"!"
22,26,"!"
38,21,"!"
52,5,"#"
34,36,"!"
47,52,"*"
39,0," "
45,34,"*"
16,6,"."
14,12,"#"
28,20,"!"
44,49,"!"
43,9,"!"
42,58,"*"
32,41,"!"
7,38,"!"
43,32,"#"
17,7,"."
14,53,"*"
17,50,"*"
11,8,"!"
26,47,"#"
48,38,"!"
50,33,"*"
33,37,"!"
43,44,"!"
18,32,"."
41,39,"!"
24,45,"!"
17,36,"."
49,26,"!"
15,24,"*"
40,36,"*"
46,51,"*"
48,20,"!"
40,40,"!"
21,19,"."
22,1," "
35,32,"!"
0,26," "
36,39,"!"
30,0," "
40,59,"*"
24,27,"!"
54,5,"!"
25,26,"!"
0,3," "
37,26,"!"
8,7," "
33,35,"!"
47,48,"!"
52,23,"!"
51,1,"!"
36,13,"!"
31,35,"!"
23,48,"*"
47,37,"!"
8,30,"!"
13,28," "
52,54,"!"
7,4," "
38,20,"!"
44,26,"!"
19,31,"."
41,17,"!"
29,31,"!"
53,13,"#"
33,42,"!"
33,7," "
4,15,"#"
9,26,"!"
45,32,"*"
21,23,"!"
18,48,"!"
10,31,"#"
38,7,"!"
21,1," "
49,61,"*"
9,0," "
42,4," "
11,19,"#"
3,38,"!"
9,12,"#"
45,38,"!"
43,1," "
17,24,"."
22,18,"."
46,29,"!"
44,15,"!"
36,47,"!"
13,35," "
45,48,"!"
49,10,"!"
39,11,"!"
34,35,"!"
47,19,"!"
13,38," "
22,16,"."
51,23,"#"
17,6,"."
39,37,"#"
42,24,"!"
28,26,"!"
0,30," "
53,42,"*"
34,24,"!"
44,21,"!"
51,64,"*"
42,20,"!"
36,45,"!"
52,48,"*"
1,38,"#"
15,27,"*"
0,25," "
56,30,"#"
49,32,"*"
16,5,"."
29,28,"!"
41,49,"!"
42,23,"!"
12,17," "
31,32,"!"
53,16,"!"
34,4," "
43,48,"!"
6,33,"#"
9,3,"\"
20,20,"."
6,49," "
44,54,"*"
48,50,"!"
7,3," "
5,29,"#"
17,21,"."
24,2," "
35,7," "
18,40,"#"
50,18,"!"
9,23,"!"
33,6," "
44,47,"!"
53,36,"!"
13,51,"*"
24,41,"*"
40,13,"!"
25,46,"*"
33,32,"!"
16,23,"*"
21,28,"!"
56,9," "
56,3," "
21,10,"."
53,54,"!"
13,39," "
12,38," "
0,18," "
33,21,"!"
11,17,"#"
39,39,"*"
16,49,"!"
25,12,"*"
45,29,"!"
19,52,"*"
55,55,"!"
43,13,"!"
54,50,"!"
30,14,"!"
45,51,"*"
50,23,"!"
41,0," "
35,30,"!"
20,41,"."
26,37,"#"
31,2," "
1,32,"*"
8,1," "
29,40,"!"
5,18,"*"
7,45," "
12,33," "
50,41,"#"
30,31,"!"
13,9,"."
23,26,"!"
39,14,"!"
25,44,"*"
49,20,"!"
30,34,"!"
53,28,"!"
47,60,"#"
22,53,"#"
10,37," "
50,7,"!"
48,11,"!"
47,24,"!"
39,52,"*"
17,34,"."
6,50,"/"
55,37,"#"
22,47,"*"
21,46,"!"
18,39,"."
27,7," "
40,0," "
23,46,"!"
19,34,"."
24,19,"!"
54,56,"!"
3,23,"!"
27,34,"!"
16,15,"#"
55,39,"*"
36,50,"!"
22,38,"!"
24,34,"!"
15,41,"."
19,32,"."
21,13,"."
55,15,"#"
56,45,"*"
38,46,"#"
17,32,"."
7,18,"#"
19,27,"."
52,2,"#"
35,9,"!"
13,13," "
51,51,"!"
13,48,"*"
47,61,"#"
20,19,"."
41,31,"!"
51,5,"#"
13,32," "
17,39,"."
14,54,"#"
36,25,"!"
9,25,"!"
35,26,"!"
13,41,"."
34,18,"!"
34,50,"#"
3,12," "
30,21,"!"
44,41,"!"
37,3," "
53,37,"#"
23,41,"*"
1,0," "
48,25,"#"
26,32,"!"
14,36," "
42,27,"!"
3,13," "
14,45,"."
17,28,"."
28,22,"!"
34,27,"!"
49,63,"#"
41,26,"#"
43,35,"!"
16,47,"."
50,15,"!"
51,12,"!"
37,34,"!"
39,18,"!"
41,57,"*"
19,8,"."
20,30,"."
43,19,"!"
41,42,"!"
41,46,"!"
42,28,"!"
38,2," "
16,8,"."
19,41,"."
48,21,"!"
30,33,"!"
45,12,"!"
12,37," "
38,24,"!"
31,39,"!"
33,23,"!"
56,25,"#"
46,32,"*"
11,39," "
27,14,"!"
54,62,"*"
50,30,"!"
41,13,"!"
26,6," "
8,5," "
3,18,"*"
11,4,"\"
13,16," "
23,27,"!"
7,44," "
51,56,"!"
12,45,"."
35,0," "
3,9," "
30,1," "
29,30,"!"
36,4," "
14,9,"."
6,18,"!"
42,0," "
48,43,"!"
20,22,"."
11,28,"#"
4,35,"*"
35,34,"!"
45,41,"!"
45,22,"!"
31,19,"!"
11,6,"#"
43,22,"!"
41,37,"*"
43,7,"!"
32,40,"!"
8,6," "
34,44,"!"
3,3," "
34,6," "
36,21,"!"
29,19,"!"
18,27,"#"
40,23,"!"
31,48,"*"
32,15,"!"
40,5," "
23,49,"*"
41,33,"!"
22,5,"!"
22,21,"!"
32,47,"*"
51,8,"!"
49,59,"!"
54,53,"!"
50,3,"#"
32,33,"!"
46,22,"!"
8,43,"!"
27,6," "
8,26,"#"
41,55,"*"
52,57,"!"
1,25," "
31,42,"*"
40,52,"*"
34,40,"!"
7,12," "
15,0," "
47,6,"!"
33,5," "
34,5," "
5,22,"*"
0,32,"#"
19,1,"#"
21,8,"."
20,5,"."
52,45,"*"
32,27,"!"
18,35,"."
10,11,"#"
20,51,"*"
50,28,"!"
35,27,"!"
14,7,"."
12,26," "
51,45,"*"
23,13,"!"
10,40," "
12,51,"*"
50,56,"#"
26,25,"!"
35,45,"!"
47,7,"!"
42,1," "
22,13,"."
39,41,"!"
6,7," "
34,23,"!"
20,45,"."
46,37,"!"
18,5,"."
27,3," "
44,5,"#"
45,2," "
9,19,"!"
55,48,"!"
49,58,"#"
56,5," "
31,47,"*"
51,7,"!"
40,18,"!"
4,24,"!"
5,4," "
7,34,"!"
18,43,"."
26,21,"!"
38,40,"#"
11,12,"#"
15,14,"#"
54,31,"!"
46,4,"#"
9,24,"#"
53,1,"!"
47,47,"!"
0,14," "
46,23,"!"
19,48,"!"
31,24,"!"
24,11,"*"
22,35,"!"
49,51,"#"
38,0," "
38,18,"!"
53,0,"#"
44,45,"!"
16,40,"."
36,20,"!"
34,31,"!"
34,17,"!"
35,4," "
22,25,"!"
42,17,"#"
28,2," "
29,37,"!"
45,31,"#"
13,0," "
53,10,"#"
14,26,"*"
55,26,"!"
50,21,"!"
43,26,"!"
1,26," "
7,26,"!"
33,41,"!"
5,23,"*"
25,4," "
54,32,"!"
40,50,"*"
20,17,"#"
46,47,"!"
5,14," "
15,46,"."
13,27," "
5,2," "
24,16,"!"
4,41,"#"
29,45,"*"
11,48,"*"
26,29,"!"
39,49,"!"
41,24,"!"
47,9,"!"
28,10," "
40,34,"!"
40,46,"!"
8,39,"!"
7,49,"/"
24,31,"!"
56,16," "
6,10," "
39,50,"!"
43,58,"*"
50,22,"!"
18,41,"#"
13,45,"."
30,13,"#"
40,42,"!"
8,0," "
5,47," "
7,47," "
55,61,"*"
50,29,"!"
8,42,"!"
6,27,"#"
48,0," "
18,46,"."
44,7,"!"
30,28,"!"
25,10,"*"
25,33,"!"
33,12,"!"
4,20,"*"
14,29," "
34,7," "
2,16,"#"
26,4," "
10,16,"!"
3,29,"#"
43,15,"!"
25,16,"!"
37,24,"!"
11,42,"."
41,10,"!"
41,6,"!"
1,9," "
27,39,"#"
23,21,"!"
53,50,"!"
36,9,"!"
15,20," "
47,55,"*"
50,36,"!"
12,30,"*"
12,50,"*"
31,44,"*"
4,28," "
11,27,"#"
29,14,"#"
45,57,"*"
17,0," "
36,49,"!"
44,24,"!"
15,34,"#"
7,2," "
21,41,"."
19,4,"."
55,3,"#"
51,41,"*"
5,20,"*"
56,13," "
44,31,"#"
18,38,"."
0,28," "
55,11,"#"
56,42,"*"
15,3,"#"
7,30,"!"
20,50,"!"
38,56,"*"
13,30," "
38,30,"!"
55,23,"!"
44,42,"!"
16,3,"!"
39,27,"!"
55,52,"!"
2,7," "
18,25,"."
10,27,"!"
56,11," "
45,27,"!"
48,33,"!"
16,1," "
15,48,"!"
5,52,"-"
55,43,"*"
16,21,"#"
11,2,"_"
12,42,"."
12,9,"."
30,38,"!"
46,2," "
23,33,"!"
18,33,"."
15,50,"!"
53,5,"!"
24,12,"!"
2,37,"!"
7,22,"#"
30,47,"*"
8,38,"!"
5,11," "
26,44,"#"
1,35,"!"
36,32,"!"
23,1," "
36,54,"#"
52,34,"!"
45,28,"!"
46,57,"*"
18,50,"*"
53,41,"*"
35,36,"!"
24,48,"*"
29,44,"*"
42,41,"!"
24,10,"*"
15,52,"!"
22,51,"*"
54,26,"!"
28,11," "
44,2," "
32,42,"!"
1,27," "
35,52,"#"
38,39,"#"
22,23,"!"
36,0," "
53,21,"#"
30,17,"!"
36,40,"!"
50,31,"#"
31,49,"#"
26,1," "
32,12,"!"
12,7,"!"
46,52,"*"
25,18,"!"
27,10,"#"
48,34,"!"
6,47," "
55,8,"#"
49,62,"*"
44,44,"!"
48,3,"#"
48,47,"!"
48,35,"!"
39,29,"!"
37,20,"!"
44,60,"#"
16,9,"."
22,3,"#"
4,12," "
55,17,"#"
23,11,"*"
4,33,"*"
32,29,"!"
14,51,"*"
28,17,"!"
56,43,"*"
55,50,"!"
50,57,"#"
15,26,"*"
21,6,"."
21,24,"!"
10,24,"#"
18,13,"."
16,4,"."
5,25,"#"
22,9,"."
43,8,"!"
21,44,"!"
23,10,"*"
11,52,"#"
54,52,"!"
37,10,"!"
54,49,"*"
8,24,"!"
39,24,"!"
45,19,"!"
53,6,"#"
37,17,"!"
27,4," "
11,46,"!"
13,25,"#"
21,29,"!"
28,46,"#"
2,25,"#"
10,20,"!"
21,49,"*"
56,32,"#"
18,9,"#"
44,57,"*"
24,20,"!"
25,42,"*"
52,26,"!"
42,40,"!"
1,3," "
39,7,"!"
31,34,"!"
18,21,"."
53,55,"!"
32,18,"!"
30,27,"!"
2,29,"#"
27,1," "
10,39," "
46,11,"!"
43,28,"!"
15,32,"#"
55,9,"#"
11,16,"#"
17,29,"."
45,16,"!"
19,45,"."
31,14,"!"
3,15,"#"
0,4," "
4,32,"*"
46,28,"!"
54,18,"!"
41,35,"*"
17,4,"."
52,41,"*"
54,40,"*"
37,4," "
12,34," "
20,48,"!"
45,25,"#"
15,9,"."
25,17,"!"
50,12,"#"
50,20,"!"
55,1,"#"
30,8," "
32,3," "
45,13,"!"
37,38,"!"
42,33,"#"
44,53,"*"
11,37," "
28,45,"*"
29,33,"!"
32,36,"!"
15,30,"#"
44,10,"!"
10,28,"!"
32,5," "
38,31,"!"
13,49,"*"
2,6," "
51,42,"*"
46,20,"!"
7,48," "
40,53,"*"
19,10,"#"
6,6," "
34,12,"!"
14,23,"*"
6,31,"#"
54,39,"*"
34,0," "
23,36,"!"
47,16,"!"
44,4," "
39,43,"*"
49,34,"!"
2,14," "
36,33,"!"
31,3," "
48,16,"!"
50,0," "
1,15," "
31,40,"!"
52,20,"!"
18,16,"."
44,48,"!"
5,21,"*"
34,37,"!"
14,2," "
32,8," "
51,28,"#"
24,6,"*"
14,41,"."
36,46,"!"
27,36,"!"
56,33,"#"
33,38,"!"
28,43,"!"
51,16,"!"
37,53,"*"
13,12," "
13,19,"*"
7,25,"#"
30,39,"!"
37,37,"!"
6,14," "
17,54,"#"
53,57,"!"
28,4," "
45,20,"!"
2,1," "
41,18,"!"
45,60,"#"
38,10,"!"
45,21,"!"
16,43,"#"
48,6,"!"
24,29,"!"
50,32,"*"
36,17,"!"
15,39,"."
26,16,"!"
47,18,"#"
2,28," "
19,33,"."
20,32,"#"
53,53,"!"
16,18,"#"
45,10,"!"
6,43,"#"
17,31,"."
19,14,"."
21,5,"!"
18,44,"."
13,1," "
55,40,"*"
54,6,"!"
16,28,"."
15,53,"*"
54,33,"!"
9,7," "
22,32,"!"
35,44,"!"
46,34,"*"
11,32,"*"
26,26,"!"
31,10," "
26,7," "
34,49,"#"
9,37,"#"
17,46,"#"
1,14," "
12,16," "
14,49,"!"
