53,72
44,46,"."
27,23," "
18,14,"M"
8,31,"H"
20,17," "
36,46,"~"
42,35," "
40,36," "
14,26," "
33,25," "
35,11," "
47,33,"."
14,41," "
39,6," "
36,7," "
31,24,"~"
43,37," "
37,40,"H"
24,67,"H"
16,45," "
31,4,"~"
28,4,"I"
41,17," "
12,2," "
23,40,"."
34,52," "
2,6," "
44,36,"W"
13,46,"~"
46,6," "
30,55," "
6,22,"H"
16,8,"M"
37,15,"~"
24,15,"."
4,9," "
47,13," "
22,12,"M"
35,4," "
37,44,"F"
18,16,"."
40,0," "
37,11," "
38,20,"H"
34,8," "
0,4," "
18,52," "
38,50," "
39,9," "
27,17,"."
40,45," "
34,57,"I"
41,22,"H"
18,6,"M"
21,51," "
46,3," "
31,45," "
9,38,"H"
29,16,":"
24,3,"I"
39,11," "
39,49," "
52,2," "
21,8,"M"
7,34,"M"
45,27,"H"
9,18,"M"
40,28," "
32,55,":"
26,27," "
5,42,"H"
43,10," "
14,47," "
10,32,"H"
4,11,"."
3,48,"~"
44,41,"."
19,42," "
50,6," "
1,28," "
6,31,"M"
8,20,"M"
11,19,"M"
34,47,"."
17,44," "
50,23," "
35,63,"W"
20,57," "
31,52,":"
5,34,"M"
24,8,"M"
29,4,"I"
35,12," "
4,48,"."
14,24," "
2,18," "
33,22,"W"
32,70,"~"
5,21,"M"
22,22,","
27,32,":"
47,26,"H"
6,42,"M"
38,10," "
21,6,"M"
33,49," "
37,4," "
46,36,"."
15,2," "
0,26," "
34,31," "
39,12," "
12,40,"M"
20,5,"M"
15,15,"M"
28,16,":"
51,8," "
31,61," "
26,68,":"
43,4," "
35,0," "
19,21," "
32,44," "
31,9,"I"
16,39," "
25,35," "
19,13,"M"
48,28,"H"
29,44," "
16,28," "
38,35,"M"
27,7,"M"
32,37,"."
41,24,"H"
25,59,"'"
46,32,"H"
52,7," "
30,60,"'"
47,16," "
30,15,"I"
6,19,"M"
24,31,":"
52,3," "
48,10," "
39,15," "
27,37," "
8,36,"H"
20,27," "
13,43,"M"
42,29,"L"
13,7," "
49,13," "
44,37,"W"
51,2," "
21,23," "
14,48,"W"
49,25," "
20,65,"M"
6,32,"M"
9,56,"H"
35,59," "
28,69,"."
5,18,"M"
38,37,"M"
40,35," "
17,12,"M"
15,8,"M"
15,27," "
25,66,"H"
22,32,"."
15,35," "
19,32," "
15,32," "
23,13,"."
11,13,"M"
25,65,"M"
19,44," "
25,53," "
12,3," "
2,38,"M"
30,70,"I"
26,37," "
44,40,"~"
39,35,"M"
1,0," "
28,2,"W"
28,35," "
4,27,"H"
47,1," "
20,2," "
18,63,"H"
32,7,"M"
18,4," "
48,3," "
39,38,"M"
26,46,"~"
30,45," "
20,33," "
31,12,"I"
34,17,":"
32,13,"I"
12,4," "
24,38," "
32,61,"."
44,12," "
8,14,"M"
45,3," "
15,56,"H"
38,1," "
4,21,"M"
8,45,"I"
30,38,"."
6,36,"H"
50,24," "
3,33,"H"
15,43," "
30,26,"~"
5,46,"M"
30,7,"H"
19,5," "
52,22," "
25,18," "
4,14,"M"
40,27," "
23,55," "
26,38," "
19,56," "
10,49,":"
33,1," "
38,15," "
48,33,"."
13,26," "
26,41," "
16,32," "
19,47,"."
45,37,"'"
24,34,"."
22,58," "
20,0," "
11,45,"I"
17,20," "
5,8," "
24,32,"I"
8,26,"M"
33,16,"I"
19,3," "
12,31,"H"
17,42," "
22,11,"M"
25,60," "
33,65,"W"
11,28,"I"
37,53,"."
10,22,"M"
31,15,"H"
28,48," "
45,22,"H"
47,18," "
38,41,"M"
18,37," "
12,44,"H"
38,27,"."
11,20,"M"
21,55," "
3,4," "
34,36,"."
33,42,"."
4,32,"M"
29,35," "
13,1," "
23,19," "
9,1," "
23,6,"M"
6,48,"M"
4,25,"M"
20,58," "
10,9,"M"
48,38,"."
24,63,"H"
24,30,":"
31,64,"'"
41,34," "
51,33,"."
17,7,"M"
30,34,"I"
39,36,"M"
4,6," "
26,56," "
5,39,":"
6,8," "
27,63,"~"
43,8," "
0,21," "
36,12," "
45,25,"H"
19,68,"."
5,12," "
18,33," "
13,11,"M"
48,34,"."
17,27," "
32,23,"."
47,39,"."
25,2,"T"
16,59," "
0,1," "
24,35," "
41,27,"L"
49,17," "
32,30,"."
15,64,"H"
21,10,"M"
11,14,"M"
52,26," "
16,16,"F"
36,35,"~"
52,36,"."
25,57," "
5,20,"M"
17,5," "
36,29,"M"
24,21," "
22,42," "
28,61,":"
0,18," "
21,64,"M"
13,33,"M"
10,8,"M"
13,9,"M"
31,19,":"
23,36," "
7,46,"M"
45,34,"M"
2,22," "
21,17,"."
6,41,"M"
43,12," "
12,13,"M"
18,54," "
3,13,"."
13,63,"H"
14,10,"M"
3,34,"H"
25,39,"."
23,62,"H"
34,50,":"
0,10," "
11,4," "
15,3," "
35,2," "
16,37," "
22,9,"M"
1,4," "
45,36,"~"
23,35," "
22,66,"H"
2,30,"M"
12,20,"M"
7,43,"M"
18,30," "
9,12,"M"
17,38," "
47,8," "
28,6,"W"
10,1," "
40,13," "
16,47," "
42,6," "
10,51,":"
50,21," "
33,45,"."
22,35," "
15,57,"M"
23,65,"H"
15,18,"."
13,18,"M"
39,8," "
23,27,"O"
50,25," "
39,29,"."
28,12,"H"
20,54,"."
2,26,"M"
31,56,"."
22,23,";"
26,45,"~"
26,58," "
35,27,"L"
35,37,"."
45,18," "
1,3," "
37,18,"H"
3,31,"M"
29,47," "
39,22,"M"
26,20," "
51,11," "
31,51,"I"
4,4," "
36,43,"M"
16,58," "
6,4," "
13,22,"M"
38,55,"F"
46,2," "
50,9," "
18,22," "
38,0," "
8,4," "
10,20,"M"
39,26," "
12,33,"M"
21,40,"A"
9,21,"M"
29,2,"M"
39,31," "
48,27,"H"
30,52," "
49,9," "
30,43,"~"
42,43,"'"
30,20,"."
42,39," "
14,15,"M"
1,22," "
20,49,","
37,35,"L"
20,12,"M"
22,48," "
38,5," "
21,49," "
17,28," "
43,1," "
9,19,"M"
10,44,"H"
35,14,"M"
52,12," "
31,70,"I"
16,60," "
21,21," "
14,49,"~"
51,16," "
46,8," "
24,61,"'"
30,6,"I"
4,29,"M"
48,37,"."
42,10," "
4,37,"H"
39,10," "
16,52," "
28,27," "
45,14," "
22,59," "
34,56,"I"
21,5,"M"
40,29," "
15,23," "
42,42,"."
33,12,":"
8,43,"H"
38,42,"M"
46,10," "
44,0," "
30,28,":"
25,36," "
26,40,"."
26,53," "
48,5," "
28,13,"H"
29,11,":"
15,61,"H"
14,35," "
40,40," "
21,38," "
34,5," "
42,13," "
51,34,"."
14,20,"~"
47,41,"."
29,39,":"
45,11," "
27,3,":"
41,20,"H"
18,45," "
14,1," "
13,3," "
24,22,"L"
27,42," "
15,11,"M"
16,55," "
38,29," "
42,19,"H"
2,2," "
44,16," "
33,31,"."
33,55,"H"
37,29,"M"
15,45," "
4,31,"M"
1,1," "
24,24,","
3,39,"M"
21,25," "
19,25,"M"
43,15," "
17,56," "
30,36,"."
14,7,"."
29,55," "
28,21," "
34,26," "
38,23," "
29,54," "
41,41," "
35,47,","
33,15,"H"
43,44,"."
41,1," "
33,13,"M"
16,18," "
45,20," "
31,10,"T"
18,35," "
31,48,"'"
10,59,"H"
1,16," "
42,4," "
14,0," "
32,11,"I"
1,33,":"
35,7," "
52,33,"."
34,13,"M"
1,32,"."
16,57," "
26,7,"I"
27,14,":"
23,48," "
5,22,"M"
15,28," "
9,36,"H"
44,43,"."
14,14,"M"
7,12,"M"
26,8,"I"
51,37,"."
12,26,"M"
46,9," "
48,17," "
13,2," "
21,9,"M"
44,44,"."
35,13," "
24,45,"T"
37,28,"~"
2,7," "
30,47,"'"
28,44," "
19,65,"H"
25,40,"."
36,33," "
12,7," "
24,13,":"
12,63,"H"
18,7,"M"
49,36,"."
38,52,"."
23,67,"H"
46,34,"."
27,21," "
33,62,"~"
7,44,"M"
36,57,"H"
49,31,"I"
39,50,"."
27,43," "
12,32,"M"
31,63,"I"
37,8," "
30,22,"."
36,0," "
11,52,"I"
17,40," "
35,28,","
40,52,"~"
41,14," "
28,43," "
22,55," "
8,53,"H"
8,59,"."
3,6," "
17,67,"H"
27,20,"."
24,23,","
48,9," "
36,44,"M"
18,60," "
27,31,"."
27,49,"."
33,23,"L"
21,12,"M"
20,51,"."
51,18," "
0,5," "
6,39,"M"
29,67,"L"
7,49,"W"
30,41,","
22,1," "
7,6," "
45,26,"H"
41,40," "
16,43," "
26,35," "
31,26," "
49,38,"."
28,68,"."
16,6,"M"
21,58," "
32,67,"."
51,32,"."
37,31,"M"
31,1," "
16,26," "
26,55," "
30,23,":"
18,48," "
8,1," "
15,30," "
25,38," "
36,34,"~"
32,14,"H"
9,5," "
20,16," "
34,9,"~"
52,6," "
14,21," "
38,32,"M"
46,11," "
12,5," "
17,34," "
37,36,","
33,46," "
18,55," "
29,24," "
45,28,"H"
23,16," "
27,1,"M"
11,42,":"
1,13," "
46,24,"H"
47,35,"."
22,49," "
34,30," "
36,2," "
41,28,"."
39,7," "
2,32,"I"
12,54,"H"
52,31,"."
31,42," "
45,24,"H"
17,17,"."
31,65,"."
10,5," "
36,42,"~"
24,60," "
33,43," "
51,28," "
10,39,"H"
2,8," "
11,58,"H"
13,0," "
33,3," "
6,45,"M"
27,22," "
32,56,"."
33,36," "
45,23,"H"
37,41,"M"
31,17,":"
26,64,"M"
19,39," "
36,39,"~"
35,36,"."
31,71,"'"
52,32,"."
24,44,"O"
30,29,"M"
10,14,"M"
23,39,"."
4,42,"H"
44,3," "
12,10,"M"
22,3," "
17,24," "
28,19,"."
28,42,"."
19,9,"M"
27,50," "
41,47,"M"
29,38," "
45,4," "
36,55,"."
30,59,"."
19,7,"M"
22,25,"A"
35,24," "
8,37,"M"
16,20," "
7,51,"H"
34,33," "
35,30,","
42,1," "
36,45,"M"
9,44,"I"
4,5," "
21,67,"M"
26,48," "
34,11,"~"
40,7," "
42,30,"."
36,17,"H"
17,39," "
13,13,"M"
30,16,"I"
50,32,"."
8,33,"H"
37,43,"M"
32,25," "
23,7,"M"
20,64,"H"
20,60," "
24,37," "
48,23," "
13,53,"M"
23,53," "
43,26,"I"
52,17," "
35,31,","
24,46,"O"
32,3," "
47,0," "
34,28," "
9,28,"M"
33,54,"H"
25,44,","
21,0," "
32,29," "
32,8,"M"
49,6," "
43,25,"H"
15,47," "
28,60," "
21,20,"~"
23,33,"."
17,33," "
39,17," "
11,39,"H"
40,50,"M"
22,18," "
37,23," "
21,29," "
30,27," "
32,9,"H"
13,21,"W"
17,15,"M"
45,6," "
31,38," "
23,50," "
18,62,"H"
40,16," "
16,65,"H"
17,61,"H"
22,6,"M"
27,12,"H"
9,32,"H"
30,18,":"
46,15," "
43,46,"."
11,47,"H"
6,40,"M"
9,33,"H"
18,9,"M"
15,37," "
20,28,"'"
0,7," "
12,47,"M"
13,8,"."
4,39,"I"
12,17,"M"
9,47,"I"
7,38,"M"
0,0," "
23,26,"T"
33,41," "
0,29," "
44,45,"."
39,41,"~"
40,18," "
19,50," "
4,13,"M"
36,58,"'"
34,62,"L"
23,58," "
27,58,"'"
42,24,"H"
39,14," "
10,61,"L"
49,10," "
35,41,"."
27,30," "
45,10," "
44,21,"H"
15,51," "
35,10," "
49,32,"."
34,3," "
39,37,"M"
33,37,"."
29,40,":"
1,27," "
45,12," "
11,43,":"
12,37,"M"
3,25,"M"
24,19," "
38,19,"M"
9,13,"M"
0,27," "
51,22," "
31,40,"~"
8,30,"H"
21,33,"."
14,19,"W"
9,34,"H"
28,64,"'"
37,37,"M"
29,65,"T"
23,63,"H"
47,36,"."
32,31," "
19,62,"H"
33,10,"I"
10,4," "
29,58,"'"
46,22," "
21,2," "
27,18,"."
15,31," "
26,26," "
0,14," "
34,21,"~"
11,32,"M"
7,54,"H"
7,41,"M"
43,29,"M"
14,38," "
43,41,"."
39,51,"'"
8,35,"H"
29,20,"."
35,17,"I"
25,19," "
10,42,"I"
46,38,"."
27,66,"."
14,30," "
24,52," "
29,63,"H"
13,41,"M"
44,11," "
11,23,"M"
2,23,"."
37,51," "
46,33,"."
28,70,"I"
16,44," "
50,10," "
21,43,"~"
42,18," "
21,18," "
9,31,"H"
18,2," "
8,46,"I"
3,20,"."
38,51,"'"
43,3," "
50,3," "
51,15," "
27,38," "
28,29," "
16,15,"M"
32,65,"~"
21,22," "
23,29,"L"
27,41," "
13,37,"M"
49,40,"."
12,28,"M"
28,0,"~"
6,26,"M"
51,3," "
47,14," "
22,63,"H"
34,59,"I"
37,45," "
49,0," "
7,32,"H"
23,3," "
36,61,"H"
2,35,"H"
10,45,"H"
10,17,"M"
35,16,"H"
10,50,":"
30,5,"L"
22,26,"A"
4,10," "
44,8," "
0,2," "
8,10,"M"
37,55,"H"
14,64,"H"
1,15," "
26,52," "
28,59,"."
7,15,"M"
32,34," "
21,7,"M"
19,11,"M"
0,34," "
1,10," "
0,38,"M"
12,49,"M"
10,40,":"
25,23," "
27,33,"I"
44,2," "
18,24," "
8,55,"H"
2,34,"I"
25,43,"."
30,54," "
26,29,"."
3,19," "
33,53,"~"
11,31,"M"
3,47,"F"
52,4," "
46,23,"H"
48,22," "
16,50," "
20,38," "
34,65,"H"
37,13," "
22,46," "
45,29,"M"
47,7," "
2,14," "
19,55,"."
19,59," "
29,48,":"
18,1," "
17,35," "
44,28,"H"
9,52,"H"
33,8,"H"
20,44,":"
9,15,"M"
18,28," "
8,3," "
6,54,"H"
3,8," "
11,54,"H"
3,46,"M"
21,46," "
25,26,"~"
20,13,"M"
37,27," "
46,21," "
11,57,"H"
1,5," "
18,5," "
1,6," "
24,49,"L"
6,14,"M"
45,44,"."
51,17," "
28,24," "
43,22,"H"
24,20," "
20,63,"H"
51,5," "
18,17," "
7,7," "
6,33,"H"
40,42," "
6,38,"M"
33,18,":"
31,39,"'"
36,56,"I"
26,42,"'"
4,34,"H"
17,54," "
29,23," "
40,22,"H"
37,0," "
7,47,"H"
9,8,"."
38,18,"M"
34,4," "
12,62,"H"
6,34,"H"
35,42,"."
15,40," "
21,44,"'"
0,19," "
10,28,"M"
33,6," "
2,19," "
3,18," "
23,15,"."
21,31,"H"
39,16," "
31,33,"9"
20,7,"M"
48,26,"H"
13,23,"W"
2,0," "
37,10," "
49,5," "
10,18,"M"
5,48,"M"
13,49,"M"
12,6," "
36,49," "
26,25," "
13,25," "
25,45,","
37,42,"M"
9,29,"M"
22,44," "
11,49,"H"
0,13," "
19,45," "
13,60,"H"
13,38,"M"
15,1," "
28,22," "
35,22," "
15,14,"M"
50,4," "
4,30,"M"
14,25," "
4,41,"I"
28,1,"H"
19,63,"H"
36,24,"."
30,48,":"
25,51," "
18,42," "
22,40,":"
47,37,"."
16,4," "
0,8," "
20,3," "
25,27,"'"
24,18," "
41,21,"H"
42,41," "
29,41,":"
49,22," "
30,1," "
16,5," "
42,22,"H"
45,7," "
40,1," "
26,39," "
21,1," "
19,12,"M"
44,18," "
9,60,"."
23,21,"-"
43,40,"."
15,65,"H"
34,58,"I"
30,35,":"
37,3," "
22,62,"H"
